cust_id,Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone
210,304557,Monthly Charges Increased without any notice,23-05-15,23-May-15,10:19:35 AM,Internet,Beltsville,Maryland,20705,Solved,No
211,260284,Comcast internet for low income families,27-04-15,27-Apr-15,8:57:16 PM,Customer Care Call,Belvidere,Illinois,61008,Closed,No
212,260286,Comcast internet for low income families,27-04-15,27-Apr-15,8:57:43 PM,Internet,Belvidere,Illinois,61008,Closed,No
213,272802,Comcast Service and customer service representative,04-05-2015,05-Apr-15,8:59:22 PM,Internet,Bensalem,Pennsylvania,19020,Closed,No
214,293050,Poor internet connection/dropped connection since installation of new modem,16-05-15,16-May-15,8:32:31 AM,Internet,Bensalem,Pennsylvania,19020,Solved,No
215,351961,Comcast Billing,19-06-15,19-Jun-15,1:46:28 PM,Internet,Bensalem,Pennsylvania,19020,Solved,Yes
216,360739,Bank Fee Refund Reques,24-06-15,24-Jun-15,1:48:55 AM,Internet,Berkeley,California,94704,Closed,No
217,360830,COMCAST Unfair Charge,24-06-15,24-Jun-15,4:24:26 AM,Internet,Berkeley,California,94705,Pending,No
218,370385,Wrongful Billing,27-06-15,27-Jun-15,6:44:08 PM,Customer Care Call,Berkeley,California,94704,Solved,No
219,232450,Billing problem,13-04-15,13-Apr-15,2:26:56 PM,Customer Care Call,Berkeley Lake,Georgia,30096,Closed,No
220,373879,Service refusal and lower than advertised speeds.,30-06-15,30-Jun-15,12:40:28 AM,Internet,Berkeley Spring,West Virginia,25411,Open,No
221,347973,COMCAST - MAJOR COMPLAINT 1ST TIME CUSTOMER - AGGRAVATED HEALTH ISSUES,18-06-15,18-Jun-15,9:37:51 AM,Customer Care Call,Berwyn,Pennsylvania,19312,Closed,No
222,353984,Connecting the service,20-06-15,20-Jun-15,3:28:21 PM,Customer Care Call,Bethesda,Maryland,20817,Solved,No
223,348310,Over Charge by lying,18-06-15,18-Jun-15,11:08:53 AM,Internet,Blacksburg,Virginia,24060,Solved,No
224,300985,Comcast keeps changing bill and every time gives new reasons!!,21-05-15,21-May-15,11:29:53 AM,Internet,Blackwood,New Jersey,8012,Solved,No
225,336029,Ad in craigslist was a scam for selling product not owned,11-06-2015,06-Nov-15,9:31:55 PM,Internet,Blackwood,New Jersey,8012,Closed,No
226,353614,Comcast Internet,20-06-15,20-Jun-15,10:58:15 AM,Customer Care Call,Blaine,Washington,98230,Solved,No
227,350810,Comcast billing after discontinuation of service,18-06-15,18-Jun-15,10:52:12 PM,Customer Care Call,Blairstown,New Jersey,7825,Solved,No
228,347021,COMPLAINT AGAINST COMCAST,17-06-15,17-Jun-15,6:54:21 PM,Customer Care Call,Bloomfield,Michigan,48302,Open,No
229,347789,Comcast data cap,18-06-15,18-Jun-15,3:22:37 AM,Internet,Bloomingdale,Georgia,31302,Open,No
230,358822,Comcast Issues,23-06-15,23-Jun-15,3:05:04 PM,Internet,Bloomingdale,Georgia,31302,Pending,No
231,249465,Comcast charging a fee without disclosing,22-04-15,22-Apr-15,8:44:27 AM,Internet,Bloomington,Illinois,61701,Closed,No
232,360372,increased bill,23-06-15,23-Jun-15,10:36:29 PM,Internet,Bloomington,Illinois,61704,Solved,No
233,360432,"Incorrect charges, and would not fix",23-06-15,23-Jun-15,11:00:41 PM,Internet,Bloomington,Illinois,61701,Open,No
234,367310,Suspected Throttling,26-06-15,26-Jun-15,1:00:33 AM,Internet,Bloomington,Illinois,61704,Open,Yes
235,251442,constant disruption of internet service,22-04-15,22-Apr-15,9:41:10 PM,Customer Care Call,Bloomington,Indiana,47401,Closed,No
236,363940,Comcast Unfair Billing Practices,25-06-15,25-Jun-15,9:05:14 AM,Customer Care Call,Bloomington,Indiana,47408,Solved,No
237,367449,Incorrect Billing and Service from Comcast,26-06-15,26-Jun-15,8:45:22 AM,Internet,Bloomington,Indiana,47401,Solved,No
238,312775,Comcast reduced my internet speed,28-05-15,28-May-15,11:01:44 PM,Customer Care Call,Bloomington,Minnesota,55420,Solved,No
239,360666,Keep getting charged rental fees for modem I already own,24-06-15,24-Jun-15,12:49:46 AM,Customer Care Call,Bloomington,Minnesota,55431,Solved,No
240,327468,Dealing with Comcast/Xfinity,07-06-2015,06-Jul-15,3:07:09 PM,Internet,Bloominton,Illinois,61701,Closed,No
241,239613,Over Billing,16-04-15,16-Apr-15,3:03:03 PM,Customer Care Call,Boca Raton,Florida,33496,Closed,No
242,253813,Billing,23-04-15,23-Apr-15,5:48:47 PM,Customer Care Call,Boca Raton,Florida,33486,Closed,Yes
243,259141,Awful Service!,27-04-15,27-Apr-15,2:13:15 PM,Internet,Boca Raton,Florida,33487,Closed,No
244,275079,Comcast bad practices,05-05-2015,05-May-15,8:41:17 PM,Internet,Boca Raton,Florida,33487,Closed,No
245,292598,Billing for equipment that was not provided to me,15-05-15,15-May-15,5:48:59 PM,Customer Care Call,Boca Raton,Florida,33496,Open,No
246,294846,Comcast Speed Issues,18-05-15,18-May-15,12:52:13 PM,Customer Care Call,Boca Raton,Florida,33434,Open,No
247,319332,Technical Support,02-06-2015,06-Feb-15,4:28:50 PM,Customer Care Call,Boca Raton,Florida,33432,Solved,No
248,353911,Failure to supply the proper Internet service,20-06-15,20-Jun-15,2:41:33 PM,Customer Care Call,Boca Raton,Florida,33432,Solved,No
249,370148,Comcast disconnected my account without reason or notice,27-06-15,27-Jun-15,3:36:57 PM,Customer Care Call,Boca Raton,Florida,33486,Open,No
250,376154,Bad Service/drop calls/no support,30-06-15,30-Jun-15,9:06:31 PM,Internet,Boca Raton,Florida,33498,Open,No
251,375862,Modem rental fees,30-06-15,30-Jun-15,6:42:19 PM,Internet,Boca Raton,Florida,33496,Open,No
252,234849,Comcast - issues galore,14-04-15,14-Apr-15,2:07:23 PM,Internet,Bolton,Massachusetts,1740,Closed,No
253,344483,Monopolistic behavior,16-06-15,16-Jun-15,8:36:12 PM,Customer Care Call,Bolton,Massachusetts,1740,Solved,No
254,315491,bait and switch pricing,30-05-15,30-May-15,10:38:41 PM,Customer Care Call,Bordentown,New Jersey,8505,Open,No
255,240843,hbo go comcast,17-04-15,17-Apr-15,9:30:48 AM,Customer Care Call,Boston,Massachusetts,2215,Closed,No
256,256620,Comcast Slow Internet,25-04-15,25-Apr-15,1:47:46 AM,Customer Care Call,Boston,Massachusetts,2125,Solved,No
257,331321,Slow Internet Speeds,09-06-2015,06-Sep-15,6:14:18 PM,Customer Care Call,Boston,Massachusetts,2116,Solved,No
258,359031,Comcast Billing pratice,23-06-15,23-Jun-15,3:41:20 PM,Customer Care Call,Boston,Massachusetts,2136,Solved,Yes
259,360419,Comcast overbilled me and added numerous hidden charges,23-06-15,23-Jun-15,10:58:16 PM,Internet,Boston,Massachusetts,2114,Solved,No
260,362450,Unfair billing practices of Comcast,24-06-15,24-Jun-15,3:40:31 PM,Customer Care Call,Boston,Massachusetts,2115,Solved,No
261,215573,HBO GO blocked on Amazon Fire TV,02-04-2015,04-Feb-15,10:25:22 PM,Internet,Bothell,Washington,98012,Closed,No
262,317979,Comcast Outage/poor service 6/1,01-06-2015,06-Jan-15,10:07:53 PM,Customer Care Call,Bothell,Washington,98021,Closed,No
263,231412,Comcast Agreement,12-04-2015,04-Dec-15,7:29:06 PM,Customer Care Call,Boulder,Colorado,80303,Closed,No
264,292412,False contract repersentation,15-05-15,15-May-15,4:34:23 PM,Customer Care Call,Boulder,Colorado,80304,Solved,Yes
265,370586,"Extremely low speeds, and no help",27-06-15,27-Jun-15,9:57:04 PM,Internet,Boulder,Colorado,80303,Open,No
266,370638,Comcast throttling download speed.,27-06-15,27-Jun-15,11:03:12 PM,Customer Care Call,Boulder,Colorado,80305,Pending,No
267,215789,broadband interuption,03-04-2015,04-Mar-15,9:11:15 AM,Internet,Bourbonnais,Illinois,60914,Closed,No
268,260358,low internet speed,27-04-15,27-Apr-15,9:34:24 PM,Internet,Bourbonnais,Illinois,60914,Closed,No
269,212818,Incorrect Billing,01-04-2015,04-Jan-15,5:39:39 PM,Customer Care Call,Boynton Beach,Florida,33426,Closed,No
270,338907,Comcast - Diversified Consultants,13-06-15,13-Jun-15,11:48:10 AM,Internet,Bozeman,Montana,59715,Closed,No
271,371186,COMCAST BILLING FOR LAST @18 mos for services they are unable or unwilling to provide,28-06-15,28-Jun-15,5:50:11 PM,Internet,Braintree,Massachusetts,2184,Open,No
272,228369,Comcast blocks HBO GO on PS4,10-04-2015,04-Oct-15,11:17:48 AM,Customer Care Call,Brandon,Mississippi,39047,Closed,No
273,329488,Comcast data usage charges,08-06-2015,06-Aug-15,8:17:09 PM,Customer Care Call,Brandon,Mississippi,39047,Solved,No
274,358865,Comcast Bandwidth Billing Issue,23-06-15,23-Jun-15,3:12:16 PM,Customer Care Call,Brandon,Mississippi,39047,Solved,No
275,362663,Comcast Internet speeds,24-06-15,24-Jun-15,4:21:50 PM,Internet,Branford,Connecticut,6405,Solved,No
276,235817,Comcast slow internet service,14-04-15,14-Apr-15,7:41:02 PM,Internet,Braselton,Georgia,30517,Closed,No
277,354359,Comcast Slow Internet,20-06-15,20-Jun-15,10:01:52 PM,Customer Care Call,Brentwood,California,94513,Open,No
278,316562,Comcast internet freezes up,01-06-2015,06-Jan-15,12:10:43 PM,Internet,Brentwood,Tennessee,37027,Solved,No
279,283105,Comcast changed my account plan after i said no about 2-3 times,11-05-2015,05-Nov-15,11:02:33 AM,Internet,Brick,New Jersey,8724,Solved,No
280,358373,lack of service from comcast,23-06-15,23-Jun-15,1:33:50 PM,Customer Care Call,Brick,New Jersey,8724,Open,No
281,360353,Comcast,23-06-15,23-Jun-15,10:26:37 PM,Customer Care Call,Brick,New Jersey,8724,Solved,No
282,360370,Comcast,23-06-15,23-Jun-15,10:35:42 PM,Internet,Brick,New Jersey,8724,Solved,No
283,360980,credit for service outage 6/23/15,24-06-15,24-Jun-15,9:07:45 AM,Internet,Brick,New Jersey,8723,Solved,No
284,300066,Unauthorized billing,20-05-15,20-May-15,5:28:54 PM,Customer Care Call,Brier,Washington,98036,Solved,No
285,257589,Billing overcharges,26-04-15,26-Apr-15,9:46:58 AM,Customer Care Call,Brigantine,New Jersey,8203,Closed,No
286,358720,internet/phone,23-06-15,23-Jun-15,2:41:50 PM,Internet,Brighton,Colorado,80601,Solved,Yes
287,370683,Comcast Throttling My Internet,28-06-15,28-Jun-15,1:04:39 AM,Customer Care Call,Brighton,Colorado,80602,Open,No
288,214442,Double billing from Comcast,02-04-2015,04-Feb-15,2:20:22 PM,Customer Care Call,Brighton,Michigan,48114,Closed,No
289,255005,Billing Over Charges,24-04-15,24-Apr-15,12:12:01 PM,Internet,Brighton,Michigan,48116,Closed,No
290,358608,Internet Only,23-06-15,23-Jun-15,2:22:52 PM,Customer Care Call,Bristol,Connecticut,6010,Solved,No
291,264505,Continuing overcharges,29-04-15,29-Apr-15,3:21:25 PM,Customer Care Call,Bristol,Pennsylvania,19007,Closed,No
292,308086,Home Security Forgery/Fraud,26-05-15,26-May-15,5:59:35 PM,Internet,Broadlands,Virginia,20148,Closed,No
293,355113,2+ Day Degraded Services,22-06-15,22-Jun-15,8:54:47 AM,Internet,Broadway,Virginia,22815,Solved,No
294,363585,Internet Bill too high,24-06-15,24-Jun-15,10:11:44 PM,Customer Care Call,Brockton,Massachusetts,2302,Solved,No
295,365533,Over paying for my Comcast Services,25-06-15,25-Jun-15,2:36:20 PM,Internet,Brockton,Massachusetts,2302,Solved,Yes
296,294208,Fees not disclosed before service was installed,17-05-15,17-May-15,8:36:02 PM,Internet,Brookhaven,Georgia,30319,Solved,No
297,364429,comcast service,25-06-15,25-Jun-15,12:01:16 PM,Customer Care Call,Brookhaven,Pennsylvania,19015,Solved,No
298,364278,Poor customer service,25-06-15,25-Jun-15,11:27:09 AM,Customer Care Call,Brookhaven,Pennsylvania,19015,Solved,No
299,257067,Billed for service never received,25-04-15,25-Apr-15,3:28:33 PM,Customer Care Call,Brookline,Massachusetts,2446,Closed,No
300,329486,Comcast,08-06-2015,06-Aug-15,8:16:38 PM,Customer Care Call,Brookline,Massachusetts,2446,Solved,No
301,255676,disrupted internet service,24-04-15,24-Apr-15,3:19:57 PM,Internet,Broomfield,Colorado,80020,Closed,No
302,361430,Comcast Billing / Speed Issues,24-06-15,24-Jun-15,11:30:14 AM,Internet,Broomfield,Colorado,80020,Pending,No
303,362230,Have to bundle services to get advertised proce.,24-06-15,24-Jun-15,2:45:05 PM,Customer Care Call,Broomfield,Colorado,80021,Solved,No
304,367225,Comcast policies,25-06-15,25-Jun-15,10:33:19 PM,Internet,Broomfield,Colorado,80021,Open,No
305,370637,Internet Throttling,27-06-15,27-Jun-15,10:51:38 PM,Internet,Broomfield,Colorado,80021,Pending,No
306,370930,Unfair Billing Practices,28-06-15,28-Jun-15,1:39:59 PM,Internet,Broomfield,Colorado,80023,Solved,No
307,233950,Cocmast billing issues,14-04-15,14-Apr-15,9:56:53 AM,Internet,Brunswick,Georgia,31525,Closed,No
308,346447,Comcast service that didn't work,17-06-15,17-Jun-15,4:23:56 PM,Customer Care Call,Brunswick,Georgia,31523,Solved,Yes
309,360896,Data Limit,24-06-15,24-Jun-15,7:51:36 AM,Customer Care Call,Brunswick,Maine,4011,Closed,No
310,358891,Pricing is not competive,23-06-15,23-Jun-15,3:15:55 PM,Customer Care Call,Buford,Georgia,30519,Solved,No
311,358669,comcast billing practices-unfair,23-06-15,23-Jun-15,2:30:03 PM,Customer Care Call,Buford,Georgia,30519,Pending,No
312,337181,Comcast,12-06-2015,06-Dec-15,2:22:35 PM,Customer Care Call,Burien,Washington,98146,Solved,No
313,369878,Slow Internet,27-06-15,27-Jun-15,12:07:30 PM,Customer Care Call,Burlington,Vermont,5401,Solved,No
314,275759,Internet Service,06-05-2015,05-Jun-15,12:14:27 PM,Customer Care Call,Burlington,West Virginia,26710,Closed,No
315,258369,Xfinity False Advertisement,27-04-15,27-Apr-15,10:38:01 AM,Customer Care Call,Burnsville,Minnesota,55337,Closed,No
316,362348,"Comcast - constantly low speeds, 'miscommunication' about billing errors. Not responding to complaints.",24-06-15,24-Jun-15,3:17:05 PM,Internet,Burnsville,Minnesota,55306,Solved,No
317,265612,Comcast HBO-Go Application and Sony Products,29-04-15,29-Apr-15,11:04:49 PM,Internet,Burr Ridge,Illinois,60527,Closed,No
318,249466,Never resolved problem with Comcast,22-04-15,22-Apr-15,8:45:14 AM,Internet,Burr Ridge,Illinois,60527,Open,No
319,276254,Slow Speed with the entire connection,06-05-2015,05-Jun-15,2:20:38 PM,Internet,Buzzards Bay,Massachusetts,2532,Solved,No
320,360678,Comcast Possibly Throttling my Internet,24-06-15,24-Jun-15,1:00:18 AM,Internet,Camas,Washington,98682,Solved,No
321,232947,Comcast sucks,13-04-15,13-Apr-15,4:51:51 PM,Internet,Cambridge,Maryland,21613,Closed,No
322,223515,"Issues with Comcast regarding service, billing, etc",08-04-2015,04-Aug-15,10:48:14 AM,Customer Care Call,Cambridge,Massachusetts,2138,Closed,No
323,250591,Internet/TV Billing,22-04-15,22-Apr-15,3:42:39 PM,Internet,Cambridge,Massachusetts,2138,Closed,No
324,301085,difficulty to cancel services before moving,21-05-15,21-May-15,12:10:49 PM,Internet,Cambridge,Massachusetts,2141,Solved,No
325,340458,Comcast Incompetence/Lies/Robbery,15-06-15,15-Jun-15,9:14:44 AM,Customer Care Call,Cambridge,Massachusetts,2138,Open,No
326,357799,"Comcast is ""forcing"" bundles on me while silently raising my bill",23-06-15,23-Jun-15,11:20:15 AM,Customer Care Call,Cambridge,Massachusetts,2138,Solved,No
327,363493,Internet Slowdown,24-06-15,24-Jun-15,9:27:50 PM,Customer Care Call,Cambridge,Massachusetts,2138,Solved,No
328,365561,Comcast price,25-06-15,25-Jun-15,2:38:54 PM,Customer Care Call,Cambridge,Massachusetts,2139,Solved,No
329,351820,Comcast fails to fulfill request for Internet service,19-06-15,19-Jun-15,1:16:40 PM,Internet,Camino,California,95709,Open,No
330,315997,Hidden Product Installation Fee,31-05-15,31-May-15,8:27:53 PM,Customer Care Call,Camp Hill,Pennsylvania,17011,Solved,No
331,354888,2 months and Comcast has not fixed problem,21-06-15,21-Jun-15,8:57:27 PM,Internet,Cane Ridge,Tennessee,37013,Solved,No
332,322409,FCC Complaint against comcast/xfinity on providing false information.,03-06-2015,06-Mar-15,10:20:53 PM,Customer Care Call,Canonsburg,Pennsylvania,15317,Solved,No
333,300123,Comcast internet,20-05-15,20-May-15,5:47:44 PM,Customer Care Call,Canton,Georgia,30114,Open,No
334,300124,Comcast internet,20-05-15,20-May-15,5:47:50 PM,Internet,Canton,Georgia,30114,Closed,No
335,306406,service issues,26-05-15,26-May-15,9:13:17 AM,Customer Care Call,Canton,Georgia,30114,Solved,No
336,309491,Comcast Xfinity 300G over charge,27-05-15,27-May-15,2:28:05 PM,Customer Care Call,Canton,Georgia,30115,Solved,No
337,321367,Internet Availability,03-06-2015,06-Mar-15,3:05:12 PM,Customer Care Call,Canton,Georgia,30114,Solved,No
338,321463,Comcast Usage Caps,03-06-2015,06-Mar-15,3:36:13 PM,Customer Care Call,Canton,Georgia,30115,Solved,No
339,323066,Comcast Data Usage Caps,04-06-2015,06-Apr-15,12:04:25 PM,Internet,Canton,Georgia,30115,Solved,No
340,360511,Data Caps and the Extortion Methods of Comcast,23-06-15,23-Jun-15,11:22:33 PM,Customer Care Call,Canton,Georgia,30114,Solved,Yes
341,260759,No internet service,28-04-15,28-Apr-15,9:43:57 AM,Internet,Canton,Michigan,48187,Closed,No
342,216625,No service,03-04-2015,04-Mar-15,2:45:47 PM,Internet,Canton,Michigan,48187,Closed,No
343,362490,Billing discrepencies and service termination hurdles,24-06-15,24-Jun-15,3:50:02 PM,Internet,Canton,Michigan,48188,Solved,No
344,358063,Billing & Data Usage,23-06-15,23-Jun-15,12:22:28 PM,Internet,Canton,Mississippi,39046,Solved,No
345,253400,"Bait and switch, unfulfilled incentives",23-04-15,23-Apr-15,5:02:06 PM,Internet,Carbondale,Colorado,81623,Closed,No
346,361104,internet speed,24-06-15,24-Jun-15,9:58:36 AM,Customer Care Call,Carlisle,Pennsylvania,17013,Solved,No
347,240138,Comcast wont refund me for over charge,16-04-15,16-Apr-15,5:28:17 PM,Customer Care Call,Carlsbad,California,92009,Closed,No
348,350243,comcast internet debacle,18-06-15,18-Jun-15,6:05:30 PM,Internet,Carlton,Oregon,97111,Solved,No
349,363169,Price and performance manipulation by Comcast for ISP,24-06-15,24-Jun-15,6:46:43 PM,Customer Care Call,Carmel,California,93923,Open,No
350,236498,Complaint against Comcast,15-04-15,15-Apr-15,10:26:22 AM,Internet,Carmichael,California,95609,Closed,No
351,295722,Comcast Internet Speed,18-05-15,18-May-15,5:54:14 PM,Customer Care Call,Carpentersville,Illinois,60110,Solved,Yes
352,339682,Comcast complaint,14-06-15,14-Jun-15,12:35:59 AM,Customer Care Call,Carteret,New Jersey,7008,Solved,No
353,229565,Data Caps,10-04-2015,04-Oct-15,5:12:37 PM,Internet,Cartersville,Georgia,30121,Closed,Yes
354,255045,comcast unwilling to resolve data usage issue,24-04-15,24-Apr-15,12:24:51 PM,Customer Care Call,Cartersville,Georgia,30120,Closed,No
355,255050,comcast unwilling to resolve data usage issue,24-04-15,24-Apr-15,12:26:29 PM,Internet,Cartersville,Georgia,30120,Closed,No
356,258943,comcast data cap,27-04-15,27-Apr-15,1:17:13 PM,Internet,Cartersville,Georgia,30121,Closed,No
357,263893,Comcast Data usage meter,29-04-15,29-Apr-15,12:20:31 PM,Internet,Cartersville,Georgia,30120,Closed,No
358,374487,Comcast Internet Data Cap LIES,30-06-15,30-Jun-15,12:20:12 PM,Customer Care Call,Cartersville,Georgia,30121,Pending,No
359,221430,"Comcast promised $60 a month no fees, charged $70 + $8 in fees",07-04-2015,04-Jul-15,12:11:52 PM,Internet,Castro Valley,California,94546,Closed,No
360,279279,Comcast Cable connection from street is underwater and structure is too high,07-05-2015,05-Jul-15,7:52:46 PM,Internet,Castro Valley,California,94552,Open,Yes
361,319702,West Coast Service Issues - Comcast,02-06-2015,06-Feb-15,6:29:16 PM,Customer Care Call,Cazadero,California,95421,Solved,No
362,369455,Comcast refuses to uhold contract for 2 years phone/internet,26-06-15,26-Jun-15,10:22:21 PM,Customer Care Call,Cazadero,California,95421,Pending,No
363,362901,Comcast business internet is much more expensive that home internet.,24-06-15,24-Jun-15,5:16:41 PM,Internet,Centennial,Colorado,80112,Solved,No
364,357454,Comcast Internet Usage Cap,23-06-15,23-Jun-15,2:37:42 AM,Internet,Central City,Kentucky,42330,Solved,No
365,316295,Comcast poor service,01-06-2015,06-Jan-15,10:19:34 AM,Customer Care Call,Ceresco,Michigan,49033,Solved,No
366,293621,Comcast Corporation Data Caps,16-05-15,16-May-15,6:49:41 PM,Customer Care Call,Chamblee,Georgia,30341,Solved,No
367,353861,comcast throttling my internet service,20-06-15,20-Jun-15,2:11:05 PM,Customer Care Call,Champaign,Illinois,61821,Pending,No
